Full Name,Department,Job Title,Hiring day
Allen Jason Elenaevich,CatCo Worldwide Media,Lawyer,14/01/2019
Queen Daniel Olgaevich,League of Assassins,Private Investigator,30/01/2020
Parker Norman Irinaevich,Queen Industries,Air Force Pilot,25/12/2018
Danvers Norman Katerinaevich,Palmer Technologies,Scientist,11/01/2017
Osborn Clark Olgaevich,Palmer Technologies,IT Specialist,03/12/2016
Reilly Matt Tatianaevich,Rand Enterprises,Lawyer,29/09/2021
Queen Daniel Ivanovich,Daily Planet,Photographer,06/04/2023
Murdock Matt Dariaevich,SSR,Archer,26/12/2020
Kent Matt Maryevich,Central City Police Department,Reporter,26/10/2016
Parker Bruce Svetlanaevich,Palmer Technologies,Model,26/06/2019
Queen Steve Petrovich,SSR,Agent,25/08/2022
Allen Matt Nataliaevich,Army,Archer,21/05/2019
Reilly Barry Svetlanaevich,Palmer Technologies,Archer,19/08/2016
Watson Matt Dariaevich,Alias Investigations,Journalist,10/10/2023
Reilly Ben Nikolaevich,Stark Industries,Lawyer,01/02/2022
Romanoff Oliver Maryevich,Wayne Enterprises,Photographer,11/02/2024
Todd Peter Svetlanaevich,League of Assassins,Archer,11/02/2020
Osborn Tony Irinaevich,Wayne Enterprises,Photographer,04/09/2018
Romanoff Norman Petrovich,SSR,Air Force Pilot,01/08/2018
Danvers Daniel Petrovich,Rand Enterprises,Scientist,22/12/2022
Parker David Dariaevich,Army,Lawyer,25/01/2022
Gale Wade Katerinaevich,Fantastic Four,Photographer,03/11/2021
Cho Bruce Nikolaevich,Oscorp Industries,Journalist,07/12/2017
Cain Tony Elenaevich,Gamma Research,Journalist,08/04/2017
Cain Matt Maryevich,Palmer Technologies,Journalist,09/11/2023
Danvers Jason Ivanovich,Palmer Technologies,Lawyer,21/02/2022
Gale Steve Sidorovich,Palmer Technologies,Soldier,24/02/2017
Wayne Norman Ivanovich,Oscorp Industries,IT Specialist,26/04/2019
Jones Ben Ivanovich,Fantastic Four,IT Specialist,15/06/2024
Stark Walter Nikolaevich,Army,Soldier,06/09/2019
Stark Steve Tatianaevich,Central City Police Department,Model,12/06/2019
Danvers Clark Nataliaevich,CatCo Worldwide Media,Scientist,11/10/2019
Danvers Peter Olgaevich,NASA,Spy,10/03/2020
Storm Daniel Maryevich,Rand Enterprises,Agent,20/03/2020
Osborn Ben Katerinaevich,NASA,Spy,12/11/2018
Wilson Tony Nataliaevich,Alias Investigations,IT Specialist,24/01/2017
Rand Oliver Tatianaevich,Fantastic Four,Private Investigator,07/04/2018
Jones Barry Nikolaevich,CatCo Worldwide Media,Agent,18/08/2022
White Jason Tatianaevich,Wayne Enterprises,CEO,10/02/2020
Reilly Matt Svetlanaevich,Gamma Research,Private Investigator,08/06/2019
Romanoff David Ivanovich,Fantastic Four,Photographer,27/11/2016
Bishop Ben Olgaevich,Oscorp Industries,Journalist,18/07/2024
Murdock Norman Ivanovich,Central City Police Department,Agent,23/11/2017
Allen Ben Irinaevich,SSR,Private Investigator,14/12/2023
Reilly Ben Petrovich,Rand Enterprises,Scientist,15/10/2018
Parker Bruce Maryevich,Queen Industries,Archer,08/04/2018
Jones Daniel Nataliaevich,NASA,Photographer,04/05/2021
Rand Ben Dariaevich,Oscorp Industries,Spy,29/07/2021
White David Tatianaevich,Fantastic Four,Air Force Pilot,27/04/2020
Osborn Ben Sidorovich,Gamma Research,Scientist,22/02/2020
Reilly Bruce Irinaevich,Army,Air Force Pilot,31/03/2020
Palpatine Peter Olgaevich,NASA,IT Specialist,29/10/2018
Watson Wade Dariaevich,CatCo Worldwide Media,Agent,20/09/2023
Murdock Tony Tatianaevich,SSR,Journalist,08/09/2016
Jones Peter Petrovich,League of Assassins,IT Specialist,17/12/2022
Wilson Barry Katerinaevich,Stark Industries,Scientist,05/12/2019
Gale Barry Sidorovich,Stark Industries,Journalist,20/06/2021
Cain Tony Katerinaevich,Alias Investigations,Lawyer,02/05/2021
Zor-El Ben Katerinaevich,Wayne Enterprises,Private Investigator,13/12/2018
Danvers Tony Maryevich,CatCo Worldwide Media,Reporter,05/09/2023
Allen Barry Sidorovich,Wayne Enterprises,Lawyer,30/09/2016
White Barry Dariaevich,NASA,IT Specialist,06/07/2020
Maximoff Daniel Olgaevich,Stark Industries,Model,26/07/2024
Queen Bruce Tatianaevich,Queen Industries,CEO,21/05/2024
Kent Jason Nikolaevich,Daily Planet,Archer,24/03/2021
Storm Barry Irinaevich,Alias Investigations,Air Force Pilot,13/03/2022
Romanoff Ben Sidorovich,Queen Industries,Lawyer,19/03/2019
Todd Jason Dariaevich,Alias Investigations,Model,15/01/2023
Allen Barry Svetlanaevich,CatCo Worldwide Media,Journalist,14/07/2019
Wayne Peter Petrovich,League of Assassins,Air Force Pilot,10/06/2018
Wilson Steve Svetlanaevich,Queen Industries,Private Investigator,14/02/2019
Wayne Bruce Nikolaevich,Stark Industries,Journalist,08/05/2021
Stark Barry Ivanovich,NASA,Soldier,03/11/2020
Allen Wade Irinaevich,Wayne Enterprises,Journalist,25/01/2024
Parker Daniel Olgaevich,SSR,Archer,21/08/2022
Carter Steve Nikolaevich,Palmer Technologies,Journalist,01/12/2021
Cain Matt Maryevich,Rand Enterprises,IT Specialist,06/12/2016
Carter Steve Elenaevich,League of Assassins,IT Specialist,23/08/2021
Zor-El Steve Irinaevich,League of Assassins,IT Specialist,05/08/2021
Rogers Steve Ivanovich,Army,Spy,06/12/2018
Rand Norman Irinaevich,Alias Investigations,Model,11/05/2024
Maximoff Daniel Elenaevich,Stark Industries,Photographer,24/03/2023
Cho Peter Sidorovich,Daily Planet,IT Specialist,17/10/2021
Zor-El Barry Tatianaevich,Queen Industries,Soldier,20/02/2022
Allen Walter Ivanovich,Palmer Technologies,IT Specialist,23/06/2022
Kent Walter Olgaevich,S.H.I.E.L.D.,Journalist,18/01/2022
Cain Matt Katerinaevich,Stark Industries,Archer,03/10/2018
Bishop Barry Ivanovich,CatCo Worldwide Media,Air Force Pilot,03/09/2021
Palpatine Oliver Elenaevich,Gamma Research,Air Force Pilot,01/12/2022
Watson Wade Nikolaevich,League of Assassins,Private Investigator,04/11/2016
Smoak Oliver Olgaevich,Stark Industries,Archer,04/12/2017
Storm Clark Katerinaevich,CatCo Worldwide Media,Scientist,31/08/2019
White Tony Olgaevich,Rand Enterprises,Private Investigator,26/01/2018
Cain Daniel Katerinaevich,CatCo Worldwide Media,Archer,22/09/2020
Lane Ben Ivanovich,League of Assassins,Journalist,08/12/2017
Cain Steve Nikolaevich,Army,Lawyer,24/07/2021
Rand Peter Olgaevich,Army,Model,16/06/2021
Allen Wade Irinaevich,Alias Investigations,CEO,27/08/2017
Danvers Matt Irinaevich,Palmer Technologies,Spy,18/10/2018
Rand Tony Sidorovich,Palmer Technologies,Spy,05/09/2019
White David Irinaevich,Army,Journalist,20/03/2022
Maximoff Walter Svetlanaevich,Central City Police Department,Agent,14/08/2021
Cain David Dariaevich,CatCo Worldwide Media,Reporter,27/08/2021
Parker Clark Sidorovich,Daily Planet,Lawyer,29/08/2021
Danvers Peter Petrovich,League of Assassins,Journalist,30/10/2019
Lane Daniel Tatianaevich,Fantastic Four,Model,14/10/2023
Parker Bruce Tatianaevich,Oscorp Industries,Agent,10/08/2020
Rand Walter Irinaevich,Queen Industries,Archer,20/04/2022
Rogers Barry Dariaevich,Central City Police Department,Air Force Pilot,24/07/2018
Cho Wade Dariaevich,CatCo Worldwide Media,CEO,13/06/2018
Palpatine Oliver Katerinaevich,Alias Investigations,Soldier,29/06/2020
White Ben Ivanovich,Daily Planet,CEO,10/10/2016
Gale Daniel Maryevich,Fantastic Four,Private Investigator,30/03/2017
Osborn Matt Olgaevich,NASA,Reporter,30/01/2018
Cho Wade Svetlanaevich,Fantastic Four,Spy,08/08/2017
Osborn Norman Katerinaevich,Army,CEO,07/07/2020
Todd Tony Maryevich,SSR,Photographer,29/04/2019
Danvers Jason Petrovich,Gamma Research,Air Force Pilot,17/05/2018
Maximoff Bruce Katerinaevich,NASA,Model,14/11/2018
Romanoff Steve Maryevich,S.H.I.E.L.D.,Lawyer,12/05/2017
Carter Daniel Petrovich,Oscorp Industries,Soldier,24/07/2022
Todd Jason Ivanovich,Oscorp Industries,Lawyer,05/07/2017
Murdock Norman Sidorovich,Palmer Technologies,IT Specialist,11/03/2017
Reilly Steve Sidorovich,Gamma Research,Journalist,08/10/2016
Wilson Clark Katerinaevich,Rand Enterprises,Private Investigator,06/07/2023
Maximoff Walter Elenaevich,Daily Planet,IT Specialist,22/01/2018
Zor-El Wade Maryevich,Rand Enterprises,Air Force Pilot,13/05/2023
Gale Oliver Olgaevich,S.H.I.E.L.D.,Photographer,09/04/2023
Jones Matt Irinaevich,Army,Spy,20/06/2018
Wayne Jason Svetlanaevich,Fantastic Four,Soldier,17/04/2019
Bishop Norman Svetlanaevich,Rand Enterprises,Reporter,01/02/2023
Smoak Walter Dariaevich,Rand Enterprises,Model,18/08/2022
Kent Peter Nataliaevich,Daily Planet,Private Investigator,09/02/2024
Maximoff Peter Nataliaevich,Alias Investigations,Soldier,06/02/2022
Todd Clark Elenaevich,SSR,Air Force Pilot,18/06/2020
Lane Walter Irinaevich,Stark Industries,Agent,10/02/2022
Lane Walter Irinaevich,NASA,CEO,09/11/2023
Danvers Tony Ivanovich,Fantastic Four,IT Specialist,04/01/2023
Gale David Nikolaevich,CatCo Worldwide Media,Journalist,21/04/2022
Allen Ben Tatianaevich,Daily Planet,Photographer,05/01/2018
Cain Barry Tatianaevich,Wayne Enterprises,Lawyer,08/04/2024
Osborn Wade Ivanovich,Palmer Technologies,CEO,13/08/2020
Osborn Daniel Nataliaevich,Central City Police Department,Archer,10/03/2024
Murdock Matt Sidorovich,Army,Archer,19/07/2022
Parker Wade Katerinaevich,League of Assassins,Archer,04/08/2020
Bishop Steve Elenaevich,Palmer Technologies,CEO,05/03/2020
Osborn Steve Ivanovich,CatCo Worldwide Media,Spy,01/11/2023
Gale Clark Sidorovich,Daily Planet,Lawyer,15/09/2018
Jones David Svetlanaevich,Queen Industries,CEO,29/07/2020
Gale Matt Maryevich,SSR,Agent,24/03/2018
Palpatine Steve Irinaevich,Oscorp Industries,Reporter,24/09/2021
Romanoff Peter Olgaevich,Army,Air Force Pilot,17/10/2020
Wayne Tony Irinaevich,SSR,Soldier,23/09/2017
Wayne Bruce Maryevich,League of Assassins,Private Investigator,01/04/2019
Parker Matt Nataliaevich,League of Assassins,Private Investigator,07/01/2024
Maximoff Tony Petrovich,Rand Enterprises,IT Specialist,25/07/2017
Maximoff Ben Svetlanaevich,Palmer Technologies,Lawyer,05/03/2022
Murdock Peter Maryevich,Wayne Enterprises,Agent,16/02/2023
Jones David Olgaevich,Stark Industries,Private Investigator,08/07/2020
Gale Steve Maryevich,Rand Enterprises,Lawyer,04/08/2021
Stark Oliver Sidorovich,S.H.I.E.L.D.,Reporter,16/10/2023
Rand Wade Irinaevich,Central City Police Department,Soldier,09/07/2024
Reilly Clark Svetlanaevich,Army,Model,31/07/2018
Queen Tony Petrovich,Palmer Technologies,Reporter,31/01/2019
Watson Barry Maryevich,Fantastic Four,IT Specialist,15/12/2017
Parker Norman Maryevich,Queen Industries,Lawyer,01/11/2017
Bishop Barry Nataliaevich,League of Assassins,Private Investigator,01/12/2020
Jones Ben Olgaevich,Palmer Technologies,Agent,11/07/2018
Todd Walter Maryevich,Central City Police Department,Scientist,23/06/2021
Osborn Matt Maryevich,Army,Photographer,25/02/2017
Cho David Nikolaevich,Stark Industries,Soldier,18/02/2023
Smoak Daniel Nikolaevich,SSR,Model,12/07/2023
Reilly Bruce Katerinaevich,League of Assassins,Soldier,04/02/2020
Danvers Ben Elenaevich,Palmer Technologies,Spy,12/06/2024
Stark Jason Ivanovich,Gamma Research,Air Force Pilot,13/04/2021
Kent Jason Olgaevich,Queen Industries,Lawyer,10/02/2017
Watson Steve Petrovich,Stark Industries,Lawyer,19/11/2022
White Wade Ivanovich,Fantastic Four,Agent,22/05/2017
Todd Clark Katerinaevich,CatCo Worldwide Media,Spy,16/07/2017
Stark Barry Nikolaevich,S.H.I.E.L.D.,Agent,29/12/2022
Storm Clark Katerinaevich,Gamma Research,Scientist,29/02/2020
Bishop Bruce Nikolaevich,NASA,IT Specialist,19/08/2016
White Barry Nataliaevich,Stark Industries,Reporter,25/06/2018
Reilly Wade Katerinaevich,League of Assassins,Archer,04/07/2022
Watson Barry Olgaevich,Army,Model,06/12/2022
Allen Steve Sidorovich,Palmer Technologies,Archer,02/08/2021
Allen Peter Svetlanaevich,Gamma Research,Reporter,08/08/2021
Storm Matt Olgaevich,League of Assassins,IT Specialist,17/07/2017
Murdock Daniel Tatianaevich,Oscorp Industries,Model,25/08/2021
Wilson Ben Nikolaevich,Fantastic Four,Agent,15/07/2022
Allen Daniel Katerinaevich,Stark Industries,Spy,26/05/2017
Rogers Barry Petrovich,Central City Police Department,Soldier,15/07/2024
Maximoff Matt Katerinaevich,Stark Industries,Reporter,21/02/2020
Wayne Peter Dariaevich,NASA,Model,31/01/2021
Storm Tony Tatianaevich,Fantastic Four,Spy,19/06/2017
Murdock Walter Maryevich,Central City Police Department,Air Force Pilot,07/10/2018
Cain David Nikolaevich,Rand Enterprises,Reporter,18/04/2020
Lane Norman Olgaevich,Oscorp Industries,Photographer,15/10/2023
Carter Steve Katerinaevich,Palmer Technologies,Journalist,12/09/2022
Rand Jason Olgaevich,Gamma Research,Model,04/02/2024
Smoak Wade Dariaevich,Fantastic Four,Private Investigator,31/10/2017
Bishop Norman Dariaevich,SSR,Soldier,25/07/2020
Maximoff Daniel Nataliaevich,Fantastic Four,IT Specialist,22/02/2024
Smoak Peter Ivanovich,Stark Industries,Scientist,16/11/2021
Todd Norman Katerinaevich,Fantastic Four,Archer,19/03/2021
Wayne Tony Maryevich,Palmer Technologies,Lawyer,06/12/2019
Lane Ben Katerinaevich,Alias Investigations,Air Force Pilot,21/01/2017
Cho Clark Olgaevich,Army,Archer,06/10/2016
Stark Barry Nikolaevich,Stark Industries,CEO,24/12/2023
Rogers Tony Olgaevich,Central City Police Department,Photographer,09/07/2024
Danvers Barry Nikolaevich,Stark Industries,Reporter,05/01/2023
Stark Norman Sidorovich,Palmer Technologies,Private Investigator,11/03/2017
Reilly Jason Katerinaevich,Daily Planet,Agent,26/02/2020
Romanoff Matt Nataliaevich,S.H.I.E.L.D.,Scientist,02/02/2024
Murdock Bruce Nikolaevich,Alias Investigations,Photographer,13/04/2021
Danvers Steve Ivanovich,Daily Planet,Scientist,26/01/2020
Storm Clark Sidorovich,Army,Private Investigator,22/05/2017
Queen David Dariaevich,League of Assassins,Journalist,23/05/2021
Rogers Oliver Katerinaevich,League of Assassins,Soldier,06/10/2016
Todd Oliver Dariaevich,Army,Photographer,21/11/2021
Queen Clark Svetlanaevich,League of Assassins,Archer,25/02/2021
Carter Oliver Irinaevich,S.H.I.E.L.D.,Private Investigator,26/02/2022
Carter David Olgaevich,NASA,Air Force Pilot,14/10/2019
Reilly Jason Elenaevich,CatCo Worldwide Media,Agent,22/08/2019
Palpatine Wade Nataliaevich,Stark Industries,Spy,10/02/2021
Lane Peter Ivanovich,Daily Planet,Private Investigator,26/12/2017
Maximoff David Maryevich,Fantastic Four,Spy,12/10/2017
Queen Matt Nikolaevich,League of Assassins,Private Investigator,22/09/2019
Osborn Ben Sidorovich,NASA,Scientist,20/11/2019
Stark David Petrovich,Palmer Technologies,Spy,19/12/2018
Maximoff Daniel Katerinaevich,Gamma Research,Journalist,01/10/2023
Zor-El Steve Katerinaevich,Daily Planet,Scientist,03/06/2022
Smoak Daniel Maryevich,S.H.I.E.L.D.,Reporter,06/03/2018
Wilson Clark Katerinaevich,Stark Industries,Scientist,17/08/2022
Cho Clark Nataliaevich,Gamma Research,Archer,22/04/2022
Wilson Daniel Dariaevich,S.H.I.E.L.D.,Archer,25/01/2022
Murdock Wade Olgaevich,Central City Police Department,Scientist,30/11/2017
Queen Jason Maryevich,Central City Police Department,Photographer,31/08/2020
White Clark Nikolaevich,Fantastic Four,Spy,22/05/2021
Cho Matt Tatianaevich,Gamma Research,Spy,27/04/2023
Cain Walter Olgaevich,Army,Photographer,23/12/2019
Maximoff Norman Olgaevich,Stark Industries,Spy,06/05/2022
Wayne Jason Maryevich,Army,Private Investigator,27/01/2023
Zor-El Peter Dariaevich,SSR,Scientist,02/12/2021
Wayne Tony Petrovich,Central City Police Department,CEO,25/06/2023
Rand Jason Katerinaevich,League of Assassins,Photographer,11/07/2018
Smoak Wade Sidorovich,League of Assassins,Reporter,09/04/2022
Carter Jason Elenaevich,Palmer Technologies,Photographer,01/11/2023
Rogers David Sidorovich,Queen Industries,Reporter,23/01/2022
Gale Peter Nataliaevich,Army,Private Investigator,03/08/2021
Wilson Steve Irinaevich,Gamma Research,Model,01/04/2023
Allen Clark Nataliaevich,League of Assassins,Reporter,31/08/2017
Todd Walter Tatianaevich,CatCo Worldwide Media,Archer,04/09/2018
Wayne Walter Svetlanaevich,Fantastic Four,Air Force Pilot,19/10/2020
Cain Steve Maryevich,League of Assassins,IT Specialist,02/10/2017
Cho Peter Ivanovich,SSR,Spy,11/10/2020
Smoak Daniel Nikolaevich,S.H.I.E.L.D.,Photographer,07/06/2024
Watson Matt Maryevich,Oscorp Industries,Reporter,13/11/2021
Wayne Barry Olgaevich,Central City Police Department,Lawyer,06/03/2024
Kent Tony Sidorovich,Wayne Enterprises,Soldier,16/09/2022
White Ben Nataliaevich,Oscorp Industries,Soldier,08/01/2017
Bishop Jason Irinaevich,Daily Planet,CEO,26/08/2016
Todd Oliver Olgaevich,Gamma Research,Model,04/07/2017
Rand Matt Tatianaevich,S.H.I.E.L.D.,IT Specialist,12/03/2020
Cho Matt Sidorovich,S.H.I.E.L.D.,Model,08/06/2022
Gale Steve Sidorovich,S.H.I.E.L.D.,Spy,23/05/2022
Todd Daniel Nikolaevich,Alias Investigations,Air Force Pilot,27/12/2018
Romanoff Clark Tatianaevich,Central City Police Department,Reporter,04/04/2018
Storm David Dariaevich,SSR,Lawyer,27/05/2020
Stark Barry Petrovich,Wayne Enterprises,CEO,14/07/2024
Storm Norman Maryevich,Stark Industries,IT Specialist,21/01/2021
White Norman Tatianaevich,Stark Industries,Journalist,22/02/2022
Jones Clark Dariaevich,Rand Enterprises,CEO,21/10/2022
Wayne Peter Elenaevich,NASA,Archer,13/02/2023
Storm Clark Nikolaevich,SSR,Photographer,05/01/2018
Rand Norman Katerinaevich,Oscorp Industries,Agent,09/06/2022
Allen Steve Elenaevich,Oscorp Industries,Photographer,27/12/2016
Todd Steve Nataliaevich,Stark Industries,Air Force Pilot,12/04/2017
Maximoff Bruce Irinaevich,League of Assassins,CEO,13/08/2016
Queen Tony Tatianaevich,NASA,CEO,02/07/2022
Carter Daniel Irinaevich,S.H.I.E.L.D.,Air Force Pilot,01/11/2019
Zor-El Daniel Petrovich,Rand Enterprises,Journalist,30/04/2021
Parker Matt Svetlanaevich,NASA,Air Force Pilot,28/06/2022
Palpatine Clark Ivanovich,Central City Police Department,IT Specialist,05/06/2022
Carter Daniel Petrovich,Central City Police Department,Private Investigator,27/09/2019
Carter Peter Tatianaevich,League of Assassins,Lawyer,09/08/2022
Watson Daniel Maryevich,Queen Industries,Lawyer,12/04/2018
Kent Wade Maryevich,Queen Industries,Air Force Pilot,24/11/2016
Maximoff Oliver Katerinaevich,Army,Spy,10/10/2020
Cho Matt Ivanovich,Daily Planet,Agent,06/11/2023
Rogers Ben Dariaevich,Army,CEO,05/11/2016
Wayne Matt Olgaevich,Army,Reporter,09/06/2018
Cho Peter Katerinaevich,NASA,Soldier,03/04/2017
Reilly Norman Elenaevich,Wayne Enterprises,Scientist,15/11/2019
Rogers Norman Elenaevich,Daily Planet,Private Investigator,07/05/2022
Stark Daniel Ivanovich,League of Assassins,Air Force Pilot,11/05/2020
White Bruce Dariaevich,Stark Industries,Soldier,10/12/2020
Jones Walter Petrovich,S.H.I.E.L.D.,Model,19/01/2018
White Walter Olgaevich,Palmer Technologies,Scientist,04/06/2022
Todd Jason Elenaevich,Queen Industries,Scientist,02/02/2024
Todd Jason Dariaevich,S.H.I.E.L.D.,Spy,24/05/2018
Murdock Ben Nikolaevich,Palmer Technologies,Air Force Pilot,30/12/2018
Palpatine Ben Sidorovich,Palmer Technologies,Agent,22/04/2018
Reilly David Nikolaevich,Central City Police Department,IT Specialist,16/10/2023
Maximoff Steve Nataliaevich,Army,Scientist,21/04/2018
Queen David Petrovich,S.H.I.E.L.D.,Lawyer,04/12/2018
Lane Ben Elenaevich,Army,Soldier,05/01/2023
Osborn David Maryevich,SSR,Archer,03/11/2017
Rand Oliver Svetlanaevich,SSR,IT Specialist,30/08/2016
Stark Bruce Dariaevich,Alias Investigations,Model,24/03/2019
Cho Norman Dariaevich,Army,Scientist,18/01/2021
Storm Steve Svetlanaevich,Army,Lawyer,08/07/2024
Gale Wade Petrovich,Palmer Technologies,CEO,25/10/2016
Zor-El Peter Petrovich,Central City Police Department,Lawyer,12/11/2018
Romanoff Wade Sidorovich,League of Assassins,Archer,31/07/2020
Wilson David Katerinaevich,Alias Investigations,Air Force Pilot,27/09/2021
Watson Wade Ivanovich,Oscorp Industries,Scientist,14/08/2021
Wilson Daniel Maryevich,Palmer Technologies,Air Force Pilot,20/05/2022
Romanoff Bruce Olgaevich,Stark Industries,Reporter,22/09/2023
Lane Jason Olgaevich,Queen Industries,Private Investigator,13/10/2023
Watson Walter Petrovich,S.H.I.E.L.D.,Photographer,08/07/2017
Queen David Dariaevich,S.H.I.E.L.D.,CEO,02/02/2019
Smoak Clark Svetlanaevich,SSR,Spy,15/01/2017
Zor-El Bruce Nataliaevich,Rand Enterprises,Scientist,15/07/2022
Murdock Ben Dariaevich,Palmer Technologies,Reporter,09/10/2018
Storm Jason Svetlanaevich,CatCo Worldwide Media,Air Force Pilot,05/07/2024
Lane Steve Katerinaevich,Oscorp Industries,Agent,08/09/2020
Storm Tony Katerinaevich,Queen Industries,Lawyer,11/06/2024
Parker Steve Olgaevich,Stark Industries,Journalist,02/04/2024
Queen Jason Olgaevich,Wayne Enterprises,Reporter,25/06/2017
Wilson Matt Ivanovich,NASA,Soldier,08/09/2021
Watson Wade Nataliaevich,Queen Industries,Soldier,31/08/2018
Stark Tony Petrovich,Central City Police Department,Reporter,27/10/2018
Kent Ben Svetlanaevich,Daily Planet,Archer,02/05/2018
Rand Tony Dariaevich,S.H.I.E.L.D.,Agent,25/10/2021
Danvers Barry Nataliaevich,Fantastic Four,Reporter,03/12/2023
Storm David Irinaevich,Wayne Enterprises,Scientist,20/01/2020
Danvers Jason Maryevich,NASA,Archer,31/07/2023
Palpatine Matt Svetlanaevich,S.H.I.E.L.D.,Agent,04/07/2019
Romanoff Ben Tatianaevich,Army,IT Specialist,03/10/2022
Osborn Steve Petrovich,S.H.I.E.L.D.,Archer,06/11/2017
Carter Jason Tatianaevich,Daily Planet,Private Investigator,06/02/2017
Gale Peter Dariaevich,Queen Industries,Reporter,29/05/2020
Cain Oliver Svetlanaevich,Palmer Technologies,Lawyer,31/01/2024
Wilson Bruce Maryevich,Palmer Technologies,Model,26/04/2021
Maximoff Daniel Katerinaevich,Wayne Enterprises,Agent,10/12/2019
Osborn David Elenaevich,League of Assassins,Archer,16/01/2019
Palpatine Norman Olgaevich,S.H.I.E.L.D.,Journalist,18/11/2019
Cain Daniel Elenaevich,Queen Industries,Spy,17/06/2024
Rand Wade Petrovich,Stark Industries,Agent,19/05/2017
Watson Norman Irinaevich,NASA,Model,19/02/2019
Danvers Walter Ivanovich,CatCo Worldwide Media,Private Investigator,27/02/2021
Lane Tony Irinaevich,League of Assassins,IT Specialist,02/04/2017
Smoak Wade Maryevich,Central City Police Department,Scientist,03/04/2022
Cho Oliver Nataliaevich,Alias Investigations,Agent,06/11/2022
Cho Steve Sidorovich,Wayne Enterprises,Reporter,13/09/2018
Todd Clark Tatianaevich,Palmer Technologies,CEO,28/06/2020
Danvers Clark Maryevich,Gamma Research,Spy,13/01/2024
Reilly Oliver Nataliaevich,Central City Police Department,Archer,25/03/2022
Gale David Svetlanaevich,Palmer Technologies,Journalist,26/10/2018
Lane Bruce Tatianaevich,Fantastic Four,Soldier,20/04/2022
Gale Steve Nikolaevich,Gamma Research,Air Force Pilot,15/01/2021
Murdock Barry Nikolaevich,Stark Industries,Private Investigator,16/02/2022
Rogers Walter Svetlanaevich,Fantastic Four,Spy,13/07/2018
Cain David Petrovich,Gamma Research,Private Investigator,19/02/2020
Gale Matt Svetlanaevich,Stark Industries,Journalist,15/09/2022
Palpatine Barry Katerinaevich,S.H.I.E.L.D.,Journalist,16/08/2017
Maximoff Ben Nikolaevich,Central City Police Department,Private Investigator,05/04/2019
Smoak Norman Nataliaevich,Palmer Technologies,Photographer,17/04/2023
Jones Daniel Tatianaevich,League of Assassins,Lawyer,06/10/2019
Parker Wade Sidorovich,Queen Industries,Spy,21/07/2019
Watson Matt Katerinaevich,League of Assassins,Lawyer,21/05/2024
Carter Ben Petrovich,Gamma Research,Soldier,25/09/2018
Allen David Nikolaevich,CatCo Worldwide Media,Private Investigator,23/11/2019
Storm Walter Maryevich,NASA,IT Specialist,21/04/2018
Romanoff Ben Svetlanaevich,CatCo Worldwide Media,Spy,24/04/2022
Gale Barry Nataliaevich,Queen Industries,IT Specialist,24/02/2021
Rogers Steve Tatianaevich,Stark Industries,CEO,23/07/2019
Reilly David Irinaevich,Rand Enterprises,CEO,30/08/2020
Bishop Steve Irinaevich,Rand Enterprises,Air Force Pilot,18/07/2019
Allen Norman Elenaevich,CatCo Worldwide Media,IT Specialist,23/11/2022
