Full Name,Department,Job Title,Hiring day
Watson Norman Nataliaevich,Rand Enterprises,Soldier,20/11/2017
Cain Oliver Olgaevich,Queen Industries,Air Force Pilot,21/11/2018
Storm Bruce Elenaevich,CatCo Worldwide Media,Air Force Pilot,11/03/2021
Todd Barry Tatianaevich,Rand Enterprises,Agent,05/10/2023
Parker Oliver Ivanovich,Gamma Research,Lawyer,03/12/2019
Smoak Tony Elenaevich,Daily Planet,Journalist,20/07/2018
Parker Jason Elenaevich,Alias Investigations,Agent,07/09/2018
Zor-El Daniel Elenaevich,Queen Industries,IT Specialist,31/07/2018
Osborn Norman Irinaevich,Daily Planet,Air Force Pilot,03/11/2016
Lane Daniel Tatianaevich,Palmer Technologies,Air Force Pilot,08/10/2018
Cain David Dariaevich,Rand Enterprises,IT Specialist,25/09/2020
Murdock Peter Dariaevich,Daily Planet,IT Specialist,28/03/2018
Osborn Jason Nikolaevich,Alias Investigations,IT Specialist,09/04/2023
Murdock Daniel Nikolaevich,CatCo Worldwide Media,Model,15/05/2022
Palpatine Bruce Katerinaevich,Rand Enterprises,Soldier,20/07/2022
Bishop Walter Irinaevich,Oscorp Industries,Photographer,10/11/2020
Rogers Daniel Dariaevich,Fantastic Four,Archer,11/08/2019
Storm Ben Ivanovich,Daily Planet,Model,01/06/2022
Palpatine Ben Olgaevich,Gamma Research,Reporter,29/01/2020
Bishop Matt Petrovich,Army,Archer,12/11/2018
Allen Barry Svetlanaevich,Oscorp Industries,Air Force Pilot,06/02/2020
Palpatine Tony Elenaevich,SSR,Model,19/08/2016
Storm Barry Dariaevich,Rand Enterprises,Soldier,03/07/2018
Carter Clark Sidorovich,Oscorp Industries,Soldier,13/06/2021
Kent Matt Dariaevich,Queen Industries,Soldier,30/11/2018
White Oliver Katerinaevich,S.H.I.E.L.D.,Air Force Pilot,31/01/2018
Stark Matt Tatianaevich,Gamma Research,Agent,20/12/2023
Carter Jason Katerinaevich,League of Assassins,Soldier,09/05/2021
Smoak Clark Petrovich,Stark Industries,Agent,03/01/2018
Smoak Peter Nataliaevich,Central City Police Department,CEO,19/05/2017
Gale Walter Katerinaevich,Gamma Research,Spy,03/06/2022
Stark Ben Maryevich,Stark Industries,Private Investigator,13/08/2018
Stark Bruce Dariaevich,SSR,Reporter,14/03/2022
Stark David Katerinaevich,S.H.I.E.L.D.,Journalist,11/09/2019
Smoak Barry Sidorovich,Alias Investigations,Reporter,30/12/2018
Reilly Bruce Svetlanaevich,Palmer Technologies,CEO,06/06/2017
Storm Daniel Elenaevich,Stark Industries,Agent,26/08/2023
Wilson Steve Sidorovich,Queen Industries,IT Specialist,12/10/2022
Carter Steve Svetlanaevich,CatCo Worldwide Media,Private Investigator,30/07/2023
Watson Ben Maryevich,SSR,Private Investigator,15/07/2017
Lane Daniel Dariaevich,Alias Investigations,Agent,10/07/2017
Bishop Clark Katerinaevich,Fantastic Four,IT Specialist,07/05/2024
Wilson Norman Nataliaevich,Army,Reporter,26/06/2017
Stark Clark Irinaevich,Daily Planet,Photographer,17/05/2021
Danvers Tony Katerinaevich,Wayne Enterprises,Agent,20/08/2023
White Norman Katerinaevich,Palmer Technologies,Photographer,03/10/2016
Gale Tony Irinaevich,NASA,Spy,25/12/2023
Allen Tony Elenaevich,CatCo Worldwide Media,Soldier,02/05/2020
Cho Bruce Tatianaevich,S.H.I.E.L.D.,CEO,24/11/2016
White Clark Nikolaevich,League of Assassins,Private Investigator,22/12/2019
Allen Jason Elenaevich,Daily Planet,Private Investigator,25/11/2017
Cain Steve Nikolaevich,Daily Planet,Model,04/10/2017
Rogers Walter Nikolaevich,Daily Planet,CEO,13/03/2020
Romanoff Peter Ivanovich,Wayne Enterprises,Lawyer,18/06/2024
Gale Wade Irinaevich,S.H.I.E.L.D.,Soldier,28/11/2019
Queen Oliver Dariaevich,Queen Industries,Air Force Pilot,22/11/2019
Storm Clark Tatianaevich,Queen Industries,Spy,22/12/2018
Jones Peter Maryevich,S.H.I.E.L.D.,Soldier,12/03/2023
Reilly Oliver Irinaevich,Palmer Technologies,Scientist,23/05/2018
Rogers Matt Nataliaevich,SSR,Air Force Pilot,13/01/2021
Watson Walter Petrovich,S.H.I.E.L.D.,Archer,12/11/2018
Todd Walter Nikolaevich,League of Assassins,Soldier,30/08/2022
Danvers David Petrovich,NASA,Photographer,11/10/2018
Bishop Jason Svetlanaevich,S.H.I.E.L.D.,Lawyer,12/06/2019
Danvers Barry Olgaevich,Rand Enterprises,CEO,28/10/2019
Queen Oliver Katerinaevich,Stark Industries,Scientist,15/05/2020
Cho Walter Ivanovich,Palmer Technologies,Photographer,26/11/2017
Palpatine Walter Nataliaevich,Gamma Research,Private Investigator,28/03/2024
Carter Wade Nikolaevich,CatCo Worldwide Media,Spy,23/01/2024
Wilson Barry Nataliaevich,Fantastic Four,IT Specialist,11/11/2022
Zor-El Oliver Ivanovich,S.H.I.E.L.D.,CEO,14/12/2018
Rand Daniel Nataliaevich,Gamma Research,Soldier,06/05/2022
Cain Bruce Petrovich,Army,Soldier,21/09/2022
Zor-El Peter Svetlanaevich,Palmer Technologies,Photographer,21/11/2023
Allen Ben Katerinaevich,NASA,Archer,16/03/2019
Kent Clark Dariaevich,Wayne Enterprises,Spy,30/04/2024
Palpatine Matt Nikolaevich,Palmer Technologies,Private Investigator,05/12/2017
Danvers David Nikolaevich,Alias Investigations,Air Force Pilot,31/07/2022
White Oliver Petrovich,Stark Industries,Soldier,11/07/2019
Cain Tony Dariaevich,Fantastic Four,Air Force Pilot,20/02/2024
Todd Walter Maryevich,League of Assassins,Reporter,04/10/2018
Stark Wade Nikolaevich,NASA,IT Specialist,16/02/2022
Kent Oliver Nikolaevich,Wayne Enterprises,Air Force Pilot,19/09/2022
Wayne Steve Katerinaevich,NASA,Journalist,15/11/2018
Queen Tony Dariaevich,Central City Police Department,Soldier,06/09/2017
Storm Oliver Petrovich,NASA,Archer,18/10/2019
Jones Tony Katerinaevich,Gamma Research,Reporter,23/03/2019
Watson Steve Dariaevich,Wayne Enterprises,Model,25/05/2023
Lane Wade Maryevich,Stark Industries,CEO,29/12/2020
Carter Tony Nikolaevich,Central City Police Department,IT Specialist,30/09/2020
Watson Barry Svetlanaevich,League of Assassins,Archer,09/11/2020
Allen Ben Ivanovich,Daily Planet,Journalist,08/05/2021
Cain Walter Nataliaevich,League of Assassins,Air Force Pilot,02/11/2018
Kent David Sidorovich,SSR,Soldier,04/03/2017
Stark Matt Petrovich,Queen Industries,Lawyer,29/02/2024
Reilly Clark Elenaevich,Palmer Technologies,Scientist,19/10/2021
Storm Daniel Ivanovich,Army,Private Investigator,22/02/2020
Gale Clark Ivanovich,Stark Industries,Private Investigator,04/09/2020
Romanoff Daniel Nikolaevich,NASA,CEO,17/07/2019
Parker Steve Elenaevich,Central City Police Department,Scientist,02/10/2019
Zor-El Jason Katerinaevich,Daily Planet,IT Specialist,17/02/2017
Parker Daniel Elenaevich,Stark Industries,Reporter,02/05/2022
Maximoff Steve Dariaevich,Stark Industries,Photographer,29/06/2018
Cain Matt Nikolaevich,Stark Industries,Scientist,21/03/2018
Watson Peter Ivanovich,NASA,Lawyer,05/04/2024
Carter Matt Svetlanaevich,Fantastic Four,Journalist,07/02/2022
Carter Steve Dariaevich,Gamma Research,Spy,16/06/2019
Maximoff Daniel Svetlanaevich,Stark Industries,Photographer,24/02/2018
Danvers Oliver Maryevich,Palmer Technologies,Agent,15/03/2018
Cho Jason Tatianaevich,Army,Reporter,23/04/2017
Watson Jason Tatianaevich,Central City Police Department,Reporter,10/02/2024
Wilson Norman Maryevich,League of Assassins,Soldier,22/03/2020
Wilson Daniel Maryevich,Palmer Technologies,Lawyer,31/05/2023
Wilson Jason Nikolaevich,Army,Scientist,31/12/2018
Maximoff Ben Svetlanaevich,S.H.I.E.L.D.,Lawyer,30/07/2020
Murdock Ben Dariaevich,SSR,Soldier,27/04/2018
Rand Wade Nataliaevich,Alias Investigations,Soldier,06/10/2018
Wayne Tony Nikolaevich,Queen Industries,Lawyer,12/02/2022
Lane Steve Dariaevich,S.H.I.E.L.D.,Air Force Pilot,22/03/2017
Lane Walter Svetlanaevich,Queen Industries,Reporter,02/04/2022
Queen Barry Irinaevich,Gamma Research,Photographer,02/10/2023
Zor-El Ben Nataliaevich,Queen Industries,Agent,30/08/2019
Gale Walter Svetlanaevich,Army,Journalist,15/01/2023
Allen Tony Olgaevich,Rand Enterprises,Agent,19/12/2018
Jones Wade Dariaevich,S.H.I.E.L.D.,Photographer,08/01/2024
Maximoff Clark Sidorovich,Stark Industries,Model,22/02/2021
Cho Matt Svetlanaevich,Palmer Technologies,Journalist,23/06/2017
Rand Matt Svetlanaevich,Army,Agent,04/08/2019
Romanoff Steve Ivanovich,League of Assassins,CEO,10/05/2022
White Ben Irinaevich,Wayne Enterprises,Lawyer,26/12/2020
Murdock Barry Katerinaevich,Wayne Enterprises,CEO,04/09/2021
Murdock Norman Ivanovich,SSR,Lawyer,17/08/2022
Maximoff Oliver Maryevich,SSR,Private Investigator,18/06/2019
Queen Ben Nataliaevich,League of Assassins,CEO,17/03/2020
Todd Ben Katerinaevich,Central City Police Department,Soldier,19/01/2020
Kent Jason Irinaevich,Central City Police Department,CEO,28/04/2020
Wilson Daniel Katerinaevich,Palmer Technologies,Journalist,06/07/2023
Queen Clark Irinaevich,Oscorp Industries,Journalist,30/07/2023
Queen Clark Ivanovich,Stark Industries,Photographer,12/10/2016
Allen Peter Elenaevich,Central City Police Department,Journalist,11/06/2021
Rand Wade Nataliaevich,League of Assassins,IT Specialist,16/07/2021
Lane Tony Nataliaevich,CatCo Worldwide Media,Photographer,10/09/2020
Maximoff Barry Katerinaevich,CatCo Worldwide Media,Spy,15/04/2017
Zor-El Oliver Petrovich,Central City Police Department,Air Force Pilot,23/04/2022
Allen Clark Katerinaevich,NASA,Photographer,30/06/2018
Stark Jason Irinaevich,Stark Industries,Journalist,09/12/2019
Murdock Tony Sidorovich,Oscorp Industries,Agent,28/10/2023
Murdock Daniel Tatianaevich,Queen Industries,Air Force Pilot,16/10/2018
Stark Daniel Elenaevich,Daily Planet,Air Force Pilot,12/06/2022
White Walter Irinaevich,Alias Investigations,Soldier,11/07/2021
Kent Matt Petrovich,Daily Planet,IT Specialist,20/07/2018
Danvers Tony Ivanovich,Alias Investigations,Private Investigator,06/08/2017
Osborn Walter Tatianaevich,Oscorp Industries,Lawyer,14/02/2020
Cho Matt Olgaevich,Wayne Enterprises,CEO,13/12/2017
Cho Ben Irinaevich,SSR,CEO,12/12/2022
Bishop Bruce Petrovich,S.H.I.E.L.D.,Photographer,13/08/2020
Queen Walter Elenaevich,Central City Police Department,Scientist,28/05/2020
Queen Clark Ivanovich,CatCo Worldwide Media,Soldier,10/02/2017
Watson Bruce Maryevich,Palmer Technologies,CEO,15/05/2020
Jones Barry Katerinaevich,Fantastic Four,Photographer,20/06/2021
Osborn Ben Olgaevich,Gamma Research,Private Investigator,09/02/2023
Cho Ben Dariaevich,SSR,Lawyer,14/12/2017
Romanoff Bruce Svetlanaevich,Army,Agent,02/04/2017
Palpatine Oliver Sidorovich,CatCo Worldwide Media,Private Investigator,13/06/2020
Smoak Barry Nataliaevich,Central City Police Department,Private Investigator,22/04/2021
Osborn Steve Nikolaevich,Queen Industries,Scientist,29/06/2021
Danvers Jason Dariaevich,CatCo Worldwide Media,Agent,14/02/2021
Wayne Norman Maryevich,Army,Photographer,15/02/2024
Maximoff Barry Nataliaevich,NASA,Photographer,06/05/2024
Osborn Barry Dariaevich,Stark Industries,Scientist,22/02/2017
Murdock Norman Sidorovich,S.H.I.E.L.D.,Private Investigator,17/11/2021
Jones David Olgaevich,S.H.I.E.L.D.,Soldier,12/07/2020
Watson Oliver Petrovich,Queen Industries,Archer,29/01/2017
Rogers Daniel Tatianaevich,League of Assassins,Air Force Pilot,06/10/2019
Romanoff Clark Ivanovich,Rand Enterprises,Model,30/04/2017
Queen Jason Elenaevich,Palmer Technologies,IT Specialist,13/05/2020
Bishop Clark Elenaevich,Wayne Enterprises,Scientist,13/07/2024
Danvers Peter Nikolaevich,SSR,CEO,24/02/2022
Lane Walter Sidorovich,Oscorp Industries,Scientist,25/01/2017
Parker David Sidorovich,Palmer Technologies,Soldier,22/12/2020
Watson Steve Nikolaevich,League of Assassins,Air Force Pilot,27/04/2021
Palpatine Norman Maryevich,SSR,Model,27/10/2023
Osborn David Elenaevich,Gamma Research,CEO,02/11/2016
Maximoff David Katerinaevich,Wayne Enterprises,Model,29/12/2022
Carter Barry Dariaevich,Stark Industries,Archer,05/04/2024
Wayne Steve Nataliaevich,CatCo Worldwide Media,Model,13/04/2018
Zor-El Clark Elenaevich,NASA,Journalist,06/02/2021
Carter Steve Elenaevich,Alias Investigations,Agent,26/02/2021
Allen Tony Svetlanaevich,League of Assassins,Model,22/06/2017
Todd David Elenaevich,NASA,Spy,26/05/2022
Carter Walter Olgaevich,Wayne Enterprises,Journalist,08/01/2020
Lane Wade Nikolaevich,Alias Investigations,Lawyer,14/12/2021
Maximoff Bruce Elenaevich,Wayne Enterprises,Agent,16/11/2021
Danvers Tony Tatianaevich,SSR,Reporter,23/05/2020
Zor-El Barry Tatianaevich,Oscorp Industries,Private Investigator,12/11/2021
Stark Jason Dariaevich,S.H.I.E.L.D.,Reporter,13/01/2020
White Barry Petrovich,Wayne Enterprises,Model,15/01/2020
Danvers Bruce Maryevich,Oscorp Industries,Reporter,01/12/2018
Bishop Norman Irinaevich,Stark Industries,IT Specialist,25/11/2016
Queen Wade Katerinaevich,Oscorp Industries,Spy,03/01/2021
Rand Oliver Tatianaevich,Daily Planet,Soldier,09/11/2019
Storm Clark Petrovich,CatCo Worldwide Media,Private Investigator,22/03/2024
Watson Jason Nikolaevich,Oscorp Industries,CEO,14/12/2016
Reilly Oliver Irinaevich,Rand Enterprises,Archer,09/10/2022
Bishop Ben Olgaevich,League of Assassins,IT Specialist,24/06/2023
Cho Norman Sidorovich,Rand Enterprises,Photographer,20/08/2022
Palpatine Barry Petrovich,Army,Soldier,19/11/2018
Parker Walter Ivanovich,Gamma Research,CEO,28/02/2020
Jones Barry Olgaevich,Oscorp Industries,Air Force Pilot,12/01/2024
Jones Daniel Ivanovich,NASA,Agent,27/12/2020
Watson Clark Tatianaevich,Fantastic Four,Model,08/12/2022
Rand Norman Elenaevich,Daily Planet,Spy,17/07/2020
Rand Oliver Irinaevich,Stark Industries,Agent,30/07/2024
Reilly Matt Nataliaevich,Stark Industries,CEO,18/01/2023
Watson Jason Tatianaevich,Daily Planet,CEO,18/03/2022
Danvers Jason Nikolaevich,Palmer Technologies,Spy,13/04/2023
Rogers Jason Irinaevich,Palmer Technologies,Journalist,01/04/2021
Gale Clark Tatianaevich,Rand Enterprises,Archer,15/06/2017
Murdock Peter Ivanovich,Daily Planet,Air Force Pilot,13/03/2018
Smoak Norman Dariaevich,SSR,Air Force Pilot,22/12/2020
Reilly Wade Petrovich,CatCo Worldwide Media,Soldier,25/09/2020
Wilson Walter Katerinaevich,Fantastic Four,Model,14/01/2019
Maximoff Matt Nikolaevich,NASA,IT Specialist,05/01/2019
Parker Barry Elenaevich,Stark Industries,Private Investigator,19/12/2017
Storm Ben Svetlanaevich,Oscorp Industries,Archer,30/12/2019
Reilly Tony Petrovich,League of Assassins,Air Force Pilot,08/06/2023
Rogers Bruce Tatianaevich,Alias Investigations,Air Force Pilot,09/07/2021
Gale Norman Sidorovich,Alias Investigations,Agent,02/05/2021
Watson Peter Petrovich,Daily Planet,Archer,26/02/2024
Cho Oliver Nikolaevich,SSR,Reporter,19/12/2016
Wayne Oliver Sidorovich,Army,Model,08/02/2020
Kent Clark Ivanovich,Central City Police Department,Private Investigator,15/10/2019
Kent David Maryevich,Fantastic Four,Scientist,02/05/2019
Stark Clark Petrovich,SSR,CEO,28/01/2017
Storm Barry Irinaevich,Gamma Research,Agent,25/04/2017
Stark Wade Irinaevich,Alias Investigations,Model,01/08/2018
Murdock Jason Katerinaevich,Oscorp Industries,Soldier,26/06/2021
Stark Steve Nataliaevich,Gamma Research,Scientist,22/04/2020
Queen Norman Katerinaevich,Alias Investigations,CEO,09/10/2019
Rogers Daniel Katerinaevich,SSR,Scientist,01/03/2019
Allen Oliver Dariaevich,Fantastic Four,Spy,16/01/2024
Cain Norman Nataliaevich,Army,Photographer,01/11/2019
Jones Wade Petrovich,Palmer Technologies,Agent,21/01/2022
White Bruce Maryevich,Central City Police Department,Journalist,04/06/2017
Gale Norman Tatianaevich,Alias Investigations,Soldier,08/08/2019
Reilly Peter Sidorovich,Rand Enterprises,Reporter,19/03/2018
Danvers Steve Nataliaevich,Gamma Research,Soldier,15/05/2024
Romanoff Barry Sidorovich,NASA,Soldier,09/11/2018
Palpatine Steve Olgaevich,S.H.I.E.L.D.,Model,04/08/2017
Smoak Clark Elenaevich,Wayne Enterprises,Photographer,16/12/2021
Bishop Peter Nataliaevich,NASA,CEO,07/05/2018
Reilly Wade Olgaevich,Fantastic Four,Scientist,02/10/2022
Stark Steve Olgaevich,Stark Industries,Air Force Pilot,10/05/2020
Parker Oliver Petrovich,Stark Industries,Spy,12/09/2019
Gale Peter Tatianaevich,Oscorp Industries,Agent,03/03/2018
Palpatine Daniel Sidorovich,Alias Investigations,Journalist,23/08/2018
Watson Norman Tatianaevich,SSR,Reporter,08/09/2016
Danvers Matt Sidorovich,Daily Planet,Soldier,23/09/2022
Lane Ben Elenaevich,Palmer Technologies,Soldier,29/12/2020
Zor-El Steve Nikolaevich,Daily Planet,Archer,08/03/2020
Maximoff Peter Dariaevich,Army,Photographer,24/08/2016
Lane Bruce Petrovich,NASA,Air Force Pilot,11/12/2018
Cain Norman Irinaevich,NASA,Photographer,05/02/2024
Rogers Bruce Olgaevich,Rand Enterprises,IT Specialist,28/08/2022
Murdock Daniel Maryevich,Daily Planet,Lawyer,31/05/2023
Kent Norman Ivanovich,Wayne Enterprises,Soldier,09/10/2016
Murdock Bruce Dariaevich,Central City Police Department,Spy,25/05/2017
Rogers Jason Tatianaevich,CatCo Worldwide Media,Journalist,18/11/2021
Maximoff Oliver Katerinaevich,Palmer Technologies,CEO,16/03/2024
Maximoff Matt Tatianaevich,S.H.I.E.L.D.,Agent,13/11/2023
Romanoff Steve Katerinaevich,Palmer Technologies,Journalist,14/07/2024
Murdock Jason Katerinaevich,Queen Industries,Spy,25/09/2016
Carter Oliver Nikolaevich,Stark Industries,Archer,10/06/2019
Osborn Tony Tatianaevich,Rand Enterprises,IT Specialist,13/05/2021
Storm Barry Tatianaevich,Daily Planet,Agent,15/08/2019
Wilson Jason Svetlanaevich,League of Assassins,Model,26/07/2019
Lane David Nataliaevich,Queen Industries,CEO,23/07/2018
Wayne Norman Sidorovich,Central City Police Department,Scientist,09/09/2019
Cho Tony Elenaevich,Oscorp Industries,Scientist,26/10/2023
Smoak Matt Olgaevich,Stark Industries,Scientist,09/02/2023
Osborn Peter Katerinaevich,Oscorp Industries,Scientist,16/12/2020
White Peter Maryevich,Gamma Research,Spy,16/10/2020
Queen Daniel Elenaevich,Rand Enterprises,Air Force Pilot,21/09/2019
Reilly Ben Dariaevich,Oscorp Industries,Soldier,23/07/2019
Stark Oliver Olgaevich,Fantastic Four,IT Specialist,22/02/2018
Carter Bruce Petrovich,SSR,Agent,03/12/2020
Maximoff Matt Petrovich,S.H.I.E.L.D.,Agent,30/10/2023
Watson Oliver Dariaevich,Rand Enterprises,Reporter,08/04/2022
White Ben Nikolaevich,Rand Enterprises,Journalist,19/05/2019
Murdock Tony Ivanovich,League of Assassins,Agent,19/10/2022
Reilly Barry Svetlanaevich,Fantastic Four,CEO,17/01/2021
Danvers Daniel Katerinaevich,Army,Private Investigator,13/05/2022
White Oliver Irinaevich,League of Assassins,Reporter,14/10/2018
Queen Peter Tatianaevich,Alias Investigations,Reporter,07/12/2022
Zor-El Bruce Maryevich,S.H.I.E.L.D.,Scientist,18/12/2018
Maximoff Daniel Elenaevich,League of Assassins,Lawyer,28/09/2021
Wilson Matt Elenaevich,SSR,Photographer,04/05/2019
Jones Peter Elenaevich,Army,Scientist,03/01/2020
Cho Daniel Irinaevich,Daily Planet,Model,29/05/2022
Rogers Wade Dariaevich,Stark Industries,Model,11/04/2021
Zor-El Bruce Svetlanaevich,Palmer Technologies,IT Specialist,24/07/2020
Carter Norman Irinaevich,SSR,Photographer,25/05/2019
Watson Steve Ivanovich,NASA,Reporter,22/11/2018
Wayne Jason Maryevich,Palmer Technologies,Lawyer,03/10/2022
Rogers David Maryevich,SSR,Archer,03/04/2020
Storm Tony Olgaevich,League of Assassins,Soldier,05/11/2018
Allen Ben Katerinaevich,NASA,IT Specialist,07/01/2019
Jones Jason Tatianaevich,Gamma Research,Lawyer,21/05/2019
Stark Matt Ivanovich,Alias Investigations,Agent,01/07/2021
Wilson Bruce Nataliaevich,Oscorp Industries,Model,26/05/2021
Jones Daniel Katerinaevich,Daily Planet,Journalist,12/03/2024
Osborn Matt Dariaevich,Rand Enterprises,Private Investigator,04/12/2021
Stark Norman Maryevich,Queen Industries,Scientist,31/12/2020
Maximoff Norman Nikolaevich,League of Assassins,Air Force Pilot,17/09/2023
Maximoff Peter Ivanovich,Wayne Enterprises,Reporter,29/11/2023
Watson Jason Petrovich,Alias Investigations,Air Force Pilot,28/06/2019
Smoak David Sidorovich,Army,Spy,19/10/2021
Rogers Steve Petrovich,SSR,Model,29/05/2024
