Full Name,Department,Job Title,Hiring day
Palpatine Wade Nikolaevich,Rand Enterprises,Lawyer,18/12/2023
Queen Peter Irinaevich,Alias Investigations,Archer,10/08/2018
Rand David Nataliaevich,Alias Investigations,Scientist,22/08/2019
Gale Barry Svetlanaevich,Central City Police Department,Spy,08/05/2023
Smoak Oliver Maryevich,Palmer Technologies,Photographer,05/07/2017
Storm Bruce Sidorovich,League of Assassins,Lawyer,12/07/2023
Stark Walter Ivanovich,Army,Private Investigator,10/11/2018
Osborn Daniel Maryevich,Army,IT Specialist,04/12/2017
Bishop David Svetlanaevich,Stark Industries,IT Specialist,11/12/2017
Zor-El Steve Maryevich,League of Assassins,Air Force Pilot,06/09/2016
Lane Bruce Irinaevich,Stark Industries,Soldier,17/03/2018
Maximoff Wade Dariaevich,Stark Industries,Private Investigator,11/06/2022
Parker Jason Katerinaevich,Army,Spy,26/07/2019
Reilly Daniel Nikolaevich,S.H.I.E.L.D.,Air Force Pilot,23/06/2022
Allen David Svetlanaevich,Fantastic Four,Soldier,19/09/2022
Danvers Clark Tatianaevich,S.H.I.E.L.D.,Agent,04/07/2021
Reilly Oliver Irinaevich,Rand Enterprises,Private Investigator,28/05/2022
Rogers Peter Svetlanaevich,Army,Photographer,18/06/2019
Smoak David Nikolaevich,Alias Investigations,Photographer,01/05/2024
Rand Daniel Katerinaevich,Army,IT Specialist,09/02/2022
Watson Walter Nikolaevich,Stark Industries,Model,09/11/2017
White Jason Svetlanaevich,Central City Police Department,Photographer,27/07/2017
Danvers Jason Nataliaevich,Stark Industries,Spy,22/08/2020
Storm Oliver Elenaevich,Queen Industries,Soldier,19/05/2024
Wilson Oliver Nataliaevich,SSR,Air Force Pilot,04/04/2024
Parker Jason Tatianaevich,CatCo Worldwide Media,Air Force Pilot,20/06/2020
Zor-El David Ivanovich,Palmer Technologies,Private Investigator,14/11/2023
Lane Peter Nikolaevich,Army,Photographer,06/04/2024
Danvers Clark Svetlanaevich,Central City Police Department,Journalist,09/02/2024
Wilson Daniel Ivanovich,Rand Enterprises,Private Investigator,11/12/2018
Rogers Daniel Nataliaevich,NASA,CEO,09/10/2020
Storm Matt Tatianaevich,Queen Industries,Reporter,12/03/2020
Murdock Bruce Katerinaevich,Oscorp Industries,Reporter,10/01/2018
Maximoff Steve Olgaevich,Oscorp Industries,Agent,21/06/2022
Kent Peter Maryevich,S.H.I.E.L.D.,IT Specialist,21/09/2022
Gale Jason Svetlanaevich,Alias Investigations,Air Force Pilot,21/07/2017
Lane Norman Irinaevich,Fantastic Four,Journalist,28/05/2018
White Steve Olgaevich,SSR,Agent,24/06/2022
Stark Oliver Petrovich,Queen Industries,Spy,15/11/2020
Gale Bruce Dariaevich,Oscorp Industries,IT Specialist,29/03/2024
Parker Ben Tatianaevich,CatCo Worldwide Media,Lawyer,10/08/2023
Wilson Jason Tatianaevich,Army,Reporter,01/07/2020
Lane Bruce Irinaevich,Queen Industries,CEO,18/02/2019
Lane Daniel Maryevich,Fantastic Four,CEO,01/05/2023
Cain Clark Irinaevich,Fantastic Four,Model,31/01/2024
Zor-El Matt Maryevich,Stark Industries,Model,06/09/2022
Zor-El Barry Katerinaevich,Army,CEO,18/10/2019
Jones Wade Nataliaevich,Stark Industries,CEO,02/04/2022
Zor-El Peter Tatianaevich,Central City Police Department,Spy,09/10/2019
Murdock Steve Maryevich,Central City Police Department,Agent,16/06/2022
Queen Steve Svetlanaevich,Gamma Research,IT Specialist,30/03/2021
Todd Bruce Sidorovich,S.H.I.E.L.D.,Journalist,26/08/2021
Romanoff Walter Petrovich,Stark Industries,Spy,11/01/2020
Reilly Tony Petrovich,NASA,Private Investigator,31/01/2022
White Steve Nataliaevich,Army,Spy,29/10/2017
Smoak Barry Nikolaevich,SSR,Spy,17/01/2022
Zor-El Norman Maryevich,Palmer Technologies,IT Specialist,06/01/2020
Carter Ben Petrovich,Queen Industries,IT Specialist,30/08/2016
Osborn Steve Petrovich,Oscorp Industries,Reporter,27/09/2020
White Peter Svetlanaevich,CatCo Worldwide Media,Agent,11/12/2017
Watson Peter Dariaevich,CatCo Worldwide Media,Spy,17/11/2022
Storm Walter Olgaevich,Wayne Enterprises,Reporter,15/12/2016
Murdock Tony Maryevich,Wayne Enterprises,Spy,06/04/2024
Parker Clark Maryevich,SSR,Air Force Pilot,02/03/2017
Watson Ben Katerinaevich,SSR,Agent,20/08/2017
Cho Wade Dariaevich,Army,Model,27/10/2021
White Norman Dariaevich,League of Assassins,Scientist,08/11/2021
Danvers Tony Nikolaevich,Palmer Technologies,Agent,11/03/2018
Reilly Matt Sidorovich,League of Assassins,Spy,16/11/2023
Rogers Steve Sidorovich,Rand Enterprises,Journalist,26/10/2023
Rand Ben Katerinaevich,Central City Police Department,Journalist,05/04/2019
Palpatine Barry Nataliaevich,League of Assassins,Photographer,24/02/2022
Rand Oliver Irinaevich,Central City Police Department,Model,23/08/2020
Palpatine Clark Petrovich,S.H.I.E.L.D.,Lawyer,22/09/2022
Stark Bruce Maryevich,Stark Industries,Reporter,30/04/2018
Jones Peter Irinaevich,S.H.I.E.L.D.,Scientist,26/04/2022
Smoak Matt Svetlanaevich,Army,Journalist,29/09/2016
Watson Tony Nikolaevich,League of Assassins,Soldier,24/04/2023
Rogers Walter Maryevich,Stark Industries,Air Force Pilot,01/04/2024
Bishop Wade Maryevich,League of Assassins,IT Specialist,08/11/2023
Palpatine Steve Elenaevich,Gamma Research,Reporter,14/12/2022
Lane Daniel Dariaevich,League of Assassins,Archer,17/04/2017
Zor-El Norman Sidorovich,Queen Industries,Reporter,25/04/2019
Smoak Norman Dariaevich,NASA,Model,23/06/2017
Rogers Matt Nataliaevich,SSR,Journalist,06/08/2016
Reilly Norman Elenaevich,Gamma Research,IT Specialist,23/05/2021
Allen Ben Sidorovich,Central City Police Department,Private Investigator,27/04/2019
Murdock Steve Maryevich,Rand Enterprises,Private Investigator,05/12/2018
Romanoff Walter Elenaevich,SSR,IT Specialist,06/12/2018
Murdock Jason Elenaevich,Rand Enterprises,Journalist,02/08/2023
Murdock Bruce Tatianaevich,Fantastic Four,Model,18/07/2023
Palpatine Jason Petrovich,CatCo Worldwide Media,Archer,05/03/2024
Smoak Peter Tatianaevich,Rand Enterprises,Archer,19/04/2018
Rand Daniel Maryevich,Central City Police Department,Journalist,06/09/2023
Kent Matt Sidorovich,Gamma Research,Archer,01/07/2023
Bishop Tony Elenaevich,Oscorp Industries,Soldier,21/10/2018
Cain Daniel Olgaevich,S.H.I.E.L.D.,Scientist,20/12/2019
Palpatine Matt Tatianaevich,Central City Police Department,Air Force Pilot,18/02/2020
Todd Norman Ivanovich,Palmer Technologies,CEO,25/01/2023
Maximoff Ben Dariaevich,SSR,Lawyer,21/09/2023
Parker Ben Svetlanaevich,Fantastic Four,IT Specialist,03/11/2023
Todd Oliver Dariaevich,Fantastic Four,Air Force Pilot,12/03/2020
Stark Clark Svetlanaevich,S.H.I.E.L.D.,Journalist,03/07/2023
Murdock Bruce Olgaevich,CatCo Worldwide Media,IT Specialist,20/11/2022
Murdock Bruce Nikolaevich,Wayne Enterprises,Photographer,09/05/2017
Palpatine Steve Sidorovich,Rand Enterprises,Spy,05/08/2018
Murdock Peter Svetlanaevich,Fantastic Four,Archer,01/09/2020
Jones Clark Ivanovich,Central City Police Department,IT Specialist,12/06/2021
Kent Steve Dariaevich,NASA,Air Force Pilot,28/02/2023
Cho Ben Olgaevich,Army,Scientist,04/04/2023
Allen Jason Maryevich,Army,IT Specialist,26/04/2019
Stark Clark Maryevich,Army,Soldier,17/08/2020
Danvers Bruce Svetlanaevich,Queen Industries,Reporter,28/09/2016
Osborn Walter Svetlanaevich,Oscorp Industries,Lawyer,05/11/2021
Bishop Jason Petrovich,Rand Enterprises,Agent,27/09/2021
Rogers Norman Nataliaevich,Fantastic Four,Lawyer,25/04/2017
Allen Barry Petrovich,S.H.I.E.L.D.,Soldier,15/04/2022
Lane Norman Ivanovich,Gamma Research,Photographer,09/05/2019
Palpatine Matt Nataliaevich,Rand Enterprises,Model,26/01/2021
Zor-El Walter Nikolaevich,Stark Industries,Spy,14/04/2022
Cho Steve Ivanovich,Alias Investigations,Air Force Pilot,03/05/2024
Carter Wade Irinaevich,Army,Reporter,15/11/2021
Allen Daniel Katerinaevich,CatCo Worldwide Media,Agent,08/07/2019
Stark Matt Dariaevich,Army,CEO,23/12/2022
Wilson Ben Irinaevich,Rand Enterprises,Journalist,26/09/2016
Danvers Wade Dariaevich,Fantastic Four,IT Specialist,25/05/2022
Rand Walter Elenaevich,Oscorp Industries,Scientist,04/05/2022
Smoak Walter Ivanovich,Army,Journalist,06/08/2020
Smoak Clark Tatianaevich,Army,Soldier,08/11/2017
Romanoff Peter Nikolaevich,League of Assassins,CEO,27/10/2021
Jones Jason Dariaevich,SSR,Scientist,24/02/2018
Danvers Tony Elenaevich,Army,Photographer,28/12/2022
Parker Peter Nikolaevich,Daily Planet,Lawyer,28/06/2018
Todd Tony Elenaevich,Queen Industries,Spy,23/11/2023
Rogers Barry Olgaevich,Rand Enterprises,Air Force Pilot,25/07/2020
Parker Daniel Irinaevich,Stark Industries,Private Investigator,05/11/2017
Queen Norman Nataliaevich,Palmer Technologies,Archer,28/03/2021
Osborn Barry Dariaevich,Wayne Enterprises,Air Force Pilot,17/11/2018
Cho Oliver Maryevich,Stark Industries,Soldier,13/09/2021
Palpatine Peter Katerinaevich,Wayne Enterprises,Agent,12/07/2022
Carter Steve Nikolaevich,Alias Investigations,Private Investigator,24/02/2019
Maximoff Norman Elenaevich,Daily Planet,Scientist,26/05/2020
Kent Jason Katerinaevich,Queen Industries,Agent,08/03/2020
Carter Steve Katerinaevich,Oscorp Industries,Lawyer,06/11/2021
Cho Daniel Ivanovich,Daily Planet,Photographer,24/07/2020
Todd Ben Petrovich,Queen Industries,Agent,06/03/2019
Wayne Wade Svetlanaevich,Queen Industries,IT Specialist,30/12/2022
Osborn Tony Sidorovich,Alias Investigations,Lawyer,20/09/2017
Zor-El Oliver Olgaevich,NASA,Private Investigator,14/01/2020
Storm Jason Elenaevich,S.H.I.E.L.D.,Model,18/06/2024
Gale Jason Nataliaevich,Army,CEO,24/03/2022
Jones Jason Elenaevich,Army,CEO,01/01/2019
Parker Peter Ivanovich,Rand Enterprises,Reporter,27/08/2020
Osborn Wade Katerinaevich,Fantastic Four,Journalist,08/07/2018
Romanoff Walter Ivanovich,Army,Scientist,10/01/2017
White Tony Olgaevich,Stark Industries,Agent,05/08/2017
Storm Wade Irinaevich,Army,Photographer,15/09/2022
Bishop Norman Maryevich,NASA,Lawyer,07/02/2019
Smoak Peter Dariaevich,Palmer Technologies,Air Force Pilot,02/06/2018
Rand Tony Tatianaevich,Gamma Research,Air Force Pilot,03/06/2023
Parker Daniel Olgaevich,CatCo Worldwide Media,Air Force Pilot,08/07/2020
Reilly Tony Nataliaevich,Central City Police Department,Agent,01/08/2017
Rand Oliver Dariaevich,Palmer Technologies,Agent,02/09/2022
Wayne Jason Nataliaevich,League of Assassins,Soldier,14/01/2019
Todd Barry Svetlanaevich,CatCo Worldwide Media,Air Force Pilot,10/02/2021
Queen Norman Nataliaevich,Wayne Enterprises,Journalist,30/08/2021
Allen Steve Elenaevich,Palmer Technologies,Model,08/03/2023
Parker Norman Petrovich,Alias Investigations,Lawyer,08/10/2017
Romanoff Matt Ivanovich,Rand Enterprises,Journalist,14/12/2019
Rand Matt Elenaevich,Stark Industries,Archer,08/06/2020
Lane Steve Ivanovich,NASA,Model,19/10/2019
Todd Barry Ivanovich,Stark Industries,Journalist,29/01/2023
Stark Bruce Nataliaevich,Palmer Technologies,Private Investigator,24/09/2022
Gale Matt Olgaevich,SSR,Journalist,01/10/2019
Zor-El Bruce Tatianaevich,Fantastic Four,Photographer,08/03/2022
Carter Bruce Nataliaevich,CatCo Worldwide Media,Spy,15/09/2016
Rogers Jason Tatianaevich,Queen Industries,Lawyer,21/12/2016
Gale Peter Svetlanaevich,Daily Planet,Soldier,01/04/2020
Rand Tony Sidorovich,Daily Planet,Scientist,25/02/2018
White Jason Elenaevich,S.H.I.E.L.D.,Spy,20/11/2021
Parker Wade Svetlanaevich,Queen Industries,IT Specialist,15/05/2019
Gale David Elenaevich,League of Assassins,Reporter,30/01/2022
Jones Clark Tatianaevich,Rand Enterprises,Reporter,12/06/2023
Maximoff David Katerinaevich,Central City Police Department,Spy,18/05/2021
Carter Barry Tatianaevich,Wayne Enterprises,Air Force Pilot,30/12/2020
Allen Wade Elenaevich,SSR,CEO,29/04/2021
Rogers Wade Svetlanaevich,Daily Planet,Spy,21/11/2018
Jones Peter Nataliaevich,Stark Industries,Private Investigator,09/12/2016
Cho Clark Irinaevich,Alias Investigations,CEO,21/03/2022
Palpatine Daniel Katerinaevich,Fantastic Four,CEO,31/08/2020
Carter Norman Ivanovich,Rand Enterprises,Model,17/06/2019
Todd Steve Ivanovich,Wayne Enterprises,Spy,10/02/2024
Cho Matt Maryevich,S.H.I.E.L.D.,Soldier,04/12/2019
Cho Daniel Petrovich,Stark Industries,Spy,09/07/2018
Wayne Barry Svetlanaevich,Alias Investigations,Spy,14/09/2016
Storm Oliver Ivanovich,Central City Police Department,Agent,06/12/2016
Cain Ben Nikolaevich,Alias Investigations,Reporter,03/12/2020
Murdock Bruce Katerinaevich,S.H.I.E.L.D.,Scientist,30/04/2017
Smoak Tony Katerinaevich,Daily Planet,Model,19/11/2020
Allen Tony Elenaevich,S.H.I.E.L.D.,Spy,16/07/2019
Wilson Peter Olgaevich,Army,IT Specialist,25/01/2019
Storm Walter Tatianaevich,Daily Planet,Lawyer,26/11/2021
Wilson Jason Sidorovich,Oscorp Industries,Lawyer,20/11/2023
Romanoff Matt Dariaevich,Rand Enterprises,Private Investigator,22/10/2023
Kent Ben Elenaevich,Palmer Technologies,Journalist,02/01/2020
Bishop Walter Sidorovich,Palmer Technologies,Agent,16/11/2018
Osborn Jason Sidorovich,Gamma Research,Scientist,07/06/2023
Zor-El David Katerinaevich,Central City Police Department,Journalist,11/12/2021
White Barry Tatianaevich,Stark Industries,Spy,15/12/2019
Rogers Ben Ivanovich,Central City Police Department,Spy,10/06/2023
Cain Clark Irinaevich,Queen Industries,IT Specialist,15/09/2022
Wayne Barry Olgaevich,Stark Industries,Lawyer,06/02/2024
Zor-El Tony Nikolaevich,Stark Industries,Scientist,17/12/2023
Kent Peter Petrovich,Wayne Enterprises,Model,26/10/2017
Bishop Bruce Petrovich,Army,IT Specialist,04/04/2017
Romanoff Tony Sidorovich,Fantastic Four,CEO,12/05/2023
Romanoff Wade Elenaevich,Oscorp Industries,Scientist,05/02/2018
Jones Bruce Petrovich,Rand Enterprises,CEO,22/01/2017
Murdock Wade Nikolaevich,CatCo Worldwide Media,Spy,01/04/2021
Kent Barry Dariaevich,NASA,Agent,28/12/2016
Romanoff Walter Katerinaevich,SSR,Lawyer,04/07/2019
Jones Oliver Maryevich,Daily Planet,Soldier,01/04/2020
Allen Bruce Elenaevich,Daily Planet,Private Investigator,15/02/2019
Palpatine Matt Olgaevich,Palmer Technologies,Spy,14/01/2023
Reilly Tony Sidorovich,Palmer Technologies,IT Specialist,10/01/2019
Osborn Bruce Tatianaevich,CatCo Worldwide Media,IT Specialist,14/06/2023
Parker Daniel Nataliaevich,Queen Industries,Scientist,05/02/2022
Gale Jason Katerinaevich,Army,Spy,18/07/2021
Smoak Daniel Sidorovich,Gamma Research,Photographer,02/02/2022
Kent Wade Petrovich,Daily Planet,Private Investigator,14/04/2021
Queen Oliver Elenaevich,Army,Archer,24/12/2019
Maximoff Ben Nikolaevich,NASA,Lawyer,21/06/2018
Wilson Ben Katerinaevich,Daily Planet,IT Specialist,11/05/2020
Todd Jason Olgaevich,S.H.I.E.L.D.,Model,22/05/2020
Reilly Wade Maryevich,NASA,Soldier,03/06/2017
Rand Barry Ivanovich,CatCo Worldwide Media,CEO,12/12/2019
Bishop Oliver Sidorovich,NASA,Soldier,04/12/2020
Jones Bruce Tatianaevich,Palmer Technologies,CEO,18/12/2019
Romanoff Daniel Katerinaevich,Central City Police Department,Agent,08/01/2021
Zor-El Matt Petrovich,SSR,Archer,31/05/2024
Bishop Barry Tatianaevich,Queen Industries,Model,07/05/2017
Todd Ben Irinaevich,Central City Police Department,Air Force Pilot,14/10/2020
Watson Barry Dariaevich,Stark Industries,Reporter,13/06/2022
Zor-El Steve Tatianaevich,League of Assassins,Archer,04/07/2024
Cho Steve Petrovich,Fantastic Four,Spy,05/01/2017
Parker David Petrovich,Fantastic Four,Lawyer,13/06/2019
Lane Clark Elenaevich,Central City Police Department,Air Force Pilot,28/02/2019
Kent Bruce Sidorovich,Wayne Enterprises,Private Investigator,01/05/2021
Bishop Tony Sidorovich,Rand Enterprises,Soldier,18/03/2019
Osborn Tony Nikolaevich,Palmer Technologies,Photographer,26/07/2017
Wayne Peter Petrovich,Palmer Technologies,Spy,05/12/2023
Watson Walter Elenaevich,Central City Police Department,Reporter,17/06/2023
Kent Jason Nikolaevich,S.H.I.E.L.D.,Reporter,29/10/2016
Queen Jason Maryevich,Queen Industries,Air Force Pilot,14/08/2018
Jones Walter Elenaevich,Queen Industries,CEO,30/01/2022
Parker David Katerinaevich,Fantastic Four,CEO,23/03/2020
Danvers Ben Olgaevich,Alias Investigations,Agent,24/07/2020
Gale Norman Tatianaevich,League of Assassins,Lawyer,06/09/2020
Wayne Barry Elenaevich,Stark Industries,Air Force Pilot,04/05/2022
Storm Peter Sidorovich,Oscorp Industries,Reporter,18/05/2019
Cho Ben Sidorovich,Daily Planet,Air Force Pilot,01/03/2021
Maximoff Walter Ivanovich,Rand Enterprises,Lawyer,29/06/2023
Jones David Sidorovich,Alias Investigations,CEO,29/03/2024
Lane Wade Svetlanaevich,SSR,Archer,12/03/2024
Cain Daniel Elenaevich,League of Assassins,Air Force Pilot,01/05/2020
Palpatine David Tatianaevich,Rand Enterprises,Archer,22/11/2021
Watson Tony Olgaevich,Palmer Technologies,IT Specialist,01/08/2021
Danvers Matt Nikolaevich,Daily Planet,Private Investigator,15/03/2021
Rogers Norman Tatianaevich,Daily Planet,Spy,26/06/2024
Watson Walter Katerinaevich,CatCo Worldwide Media,Model,15/06/2021
Watson Barry Sidorovich,League of Assassins,Agent,15/10/2022
Jones Matt Olgaevich,Central City Police Department,Soldier,25/06/2020
Gale Peter Svetlanaevich,Gamma Research,Model,03/05/2021
Cain Jason Dariaevich,Gamma Research,Scientist,10/03/2020
