Full Name,Department,Job Title,Hiring day
Parker Steve Ivanovich,NASA,Scientist,08/10/2019
Storm Wade Nataliaevich,Palmer Technologies,Archer,07/01/2022
Gale Daniel Ivanovich,Daily Planet,Soldier,20/10/2017
Cho Tony Sidorovich,Rand Enterprises,Private Investigator,22/12/2023
White David Nikolaevich,Alias Investigations,Archer,04/01/2022
Allen Oliver Nikolaevich,Stark Industries,Private Investigator,27/09/2022
Allen Daniel Petrovich,Central City Police Department,Journalist,15/02/2019
Rand Tony Petrovich,Central City Police Department,Lawyer,17/03/2017
White Clark Petrovich,SSR,Reporter,04/07/2022
Queen Bruce Nikolaevich,Daily Planet,Private Investigator,21/09/2016
Danvers Steve Olgaevich,NASA,Scientist,08/02/2022
Murdock Matt Nikolaevich,CatCo Worldwide Media,Private Investigator,06/01/2020
Carter Jason Sidorovich,Queen Industries,Reporter,17/05/2023
Lane Clark Maryevich,League of Assassins,Scientist,13/07/2017
Kent Norman Dariaevich,Stark Industries,Private Investigator,19/07/2020
Queen Steve Tatianaevich,Palmer Technologies,CEO,24/05/2021
Palpatine Peter Irinaevich,Fantastic Four,Lawyer,13/10/2022
Storm Jason Olgaevich,SSR,Journalist,24/09/2020
Kent Oliver Maryevich,Fantastic Four,Archer,28/02/2017
Wayne Ben Nataliaevich,Palmer Technologies,Photographer,10/05/2024
Carter Norman Elenaevich,Fantastic Four,Agent,02/12/2017
Wilson Wade Petrovich,Army,Spy,28/12/2016
Murdock Norman Sidorovich,Army,Scientist,07/08/2018
Todd Matt Maryevich,SSR,Private Investigator,29/03/2018
Maximoff Norman Nataliaevich,CatCo Worldwide Media,Spy,22/12/2017
White Walter Petrovich,S.H.I.E.L.D.,CEO,26/10/2023
Jones Wade Svetlanaevich,SSR,IT Specialist,01/07/2022
Watson Steve Katerinaevich,Alias Investigations,Photographer,10/11/2019
Maximoff Walter Tatianaevich,Daily Planet,Archer,25/01/2024
Rogers David Nataliaevich,SSR,Spy,24/05/2018
Kent Walter Nikolaevich,League of Assassins,Reporter,18/12/2017
Zor-El Oliver Maryevich,Oscorp Industries,Model,03/11/2021
Carter Norman Dariaevich,Gamma Research,Journalist,07/12/2020
Danvers Peter Ivanovich,NASA,Archer,09/04/2017
Wayne Daniel Katerinaevich,Queen Industries,CEO,16/09/2022
Storm David Elenaevich,CatCo Worldwide Media,CEO,20/12/2022
Watson Bruce Petrovich,Queen Industries,Scientist,29/04/2022
Cain Wade Ivanovich,Central City Police Department,Scientist,11/02/2018
Smoak Wade Olgaevich,NASA,Lawyer,19/02/2018
Romanoff Matt Katerinaevich,Daily Planet,Photographer,08/08/2021
Allen Tony Katerinaevich,Gamma Research,Private Investigator,28/04/2022
Reilly Daniel Irinaevich,S.H.I.E.L.D.,Lawyer,11/03/2023
Jones David Olgaevich,Alias Investigations,Photographer,21/01/2019
Bishop Matt Irinaevich,NASA,Scientist,30/09/2017
Allen Peter Tatianaevich,Gamma Research,Lawyer,15/07/2021
Romanoff Ben Irinaevich,Alias Investigations,Archer,18/01/2020
Watson Tony Irinaevich,Rand Enterprises,Soldier,08/12/2022
Wayne Barry Irinaevich,S.H.I.E.L.D.,Reporter,08/12/2020
Wayne Steve Tatianaevich,Stark Industries,Air Force Pilot,28/12/2016
White David Sidorovich,Rand Enterprises,Air Force Pilot,28/04/2023
Cho Tony Nataliaevich,Army,Air Force Pilot,15/06/2017
Queen Matt Elenaevich,League of Assassins,CEO,31/12/2019
Romanoff Ben Dariaevich,Gamma Research,Private Investigator,29/07/2017
Allen Barry Sidorovich,Alias Investigations,Private Investigator,05/10/2021
Allen Barry Svetlanaevich,Daily Planet,Archer,01/08/2023
Rogers Ben Nataliaevich,Wayne Enterprises,IT Specialist,14/02/2019
White Barry Tatianaevich,SSR,Journalist,08/09/2022
Danvers Tony Olgaevich,Palmer Technologies,Agent,16/08/2023
Queen Matt Katerinaevich,Alias Investigations,Soldier,07/08/2019
Smoak David Elenaevich,Palmer Technologies,Model,30/05/2020
Wayne Tony Elenaevich,Fantastic Four,Lawyer,22/10/2017
Osborn Walter Tatianaevich,Stark Industries,Reporter,30/09/2016
Queen Daniel Nikolaevich,SSR,Spy,15/08/2022
Storm Ben Irinaevich,Army,Scientist,15/08/2022
Watson David Olgaevich,Rand Enterprises,Air Force Pilot,21/07/2018
Romanoff Matt Nataliaevich,Alias Investigations,Model,08/12/2020
Murdock Matt Petrovich,League of Assassins,Archer,01/07/2019
Allen Bruce Elenaevich,Gamma Research,Model,03/06/2019
Wilson Peter Sidorovich,Oscorp Industries,Private Investigator,10/08/2016
Bishop David Nikolaevich,Daily Planet,CEO,19/10/2017
Osborn Walter Katerinaevich,Daily Planet,IT Specialist,28/01/2021
Carter Barry Olgaevich,Stark Industries,Soldier,22/10/2023
Carter Bruce Irinaevich,Oscorp Industries,Lawyer,13/08/2016
Kent Barry Petrovich,Queen Industries,Archer,30/04/2023
Reilly David Elenaevich,S.H.I.E.L.D.,Model,21/01/2018
White Walter Maryevich,NASA,Reporter,26/04/2018
Smoak David Petrovich,Wayne Enterprises,Reporter,12/11/2018
Stark Steve Olgaevich,Gamma Research,Agent,08/09/2022
Rogers Daniel Sidorovich,Oscorp Industries,CEO,29/09/2018
Wayne Norman Ivanovich,Stark Industries,Soldier,04/04/2018
Carter Wade Nikolaevich,Rand Enterprises,IT Specialist,15/07/2019
Allen Daniel Maryevich,Gamma Research,Spy,27/11/2018
Zor-El Norman Sidorovich,Oscorp Industries,Spy,27/11/2022
Wilson Steve Irinaevich,Army,Agent,27/10/2016
Carter Bruce Nikolaevich,Gamma Research,Agent,02/02/2019
